pdb_id	pfam_id
5LZV	PF00828
5LZV	PF00410
5LZV	PF00467
5LZV	PF00238
5LZV	PF01090
5LZV	PF01015
5LZV	PF00312
5LZV	PF01779
5LZV	PF00203
5LZV	PF01778
5LZV	PF00833
5LZV	PF00935
5LZV	PF00237
5LZV	PF00298
5LZV	PF00181
5LZV	PF00297
5LZV	PF01092
5LZV	PF00411
5LZV	PF01780
5LZV	PF01667
5LZV	PF03946
5LZV	PF00380
5LZV	PF00827
5LZV	PF08069
5LZV	PF16205
5LZV	PF00832
5LZV	PF00673
5LZV	PF04758
5LZV	PF01198
5LZV	PF01201
5LZV	PF01247
5LZV	PF03464
5LZV	PF03868
5LZV	PF04068
5LZV	PF07650
5LZV	PF01200
5LZV	PF00240
5LZV	PF00400
5LZV	PF01907
5LZV	PF00253
5LZV	PF00177
5LZV	PF00037
5LZV	PF01159
5LZV	PF03463
5LZV	PF01248
5LZV	PF01655
5LZV	PF00276
5LZV	PF08079
5LZV	PF01777
5LZV	PF00338
5LZV	PF03939
5LZV	PF01157
5LZV	PF00416
5LZV	PF01246
5LZV	PF16906
5LZV	PF03297
5LZV	PF00573
5LZV	PF00831
5LZV	PF00163
5LZV	PF17144
5LZV	PF03465
5LZV	PF14374
5LZV	PF01599
5LZV	PF00327
5LZV	PF00281
5LZV	PF01251
5LZV	PF03501
5LZV	PF14204
5LZV	PF00366
5LZV	PF00252
5LZV	PF00347
5LZV	PF00189
5LZV	PF00005
5LZV	PF01199
5LZV	PF01479
5LZV	PF01929
5LZW	PF01198
5LZW	PF01479
5LZW	PF00237
5LZW	PF00411
5LZW	PF01247
5LZW	PF00400
5LZW	PF07650
5LZW	PF03144
5LZW	PF01159
5LZW	PF01599
5LZW	PF00416
5LZW	PF00281
5LZW	PF08079
5LZW	PF03463
5LZW	PF01248
5LZW	PF00832
5LZW	PF00338
5LZW	PF03939
5LZW	PF03297
5LZW	PF01246
5LZW	PF01777
5LZW	PF00276
5LZW	PF01090
5LZW	PF00238
5LZW	PF00828
5LZW	PF00410
5LZW	PF00467
5LZW	PF01157
5LZW	PF16906
5LZW	PF01929
5LZW	PF00573
5LZW	PF00181
5LZW	PF00347
5LZW	PF14204
5LZW	PF01201
5LZW	PF03464
5LZW	PF01015
5LZW	PF14374
5LZW	PF08069
5LZW	PF01200
5LZW	PF03946
5LZW	PF00240
5LZW	PF16205
5LZW	PF01779
5LZW	PF00380
5LZW	PF00831
5LZW	PF01092
5LZW	PF00009
5LZW	PF01780
5LZW	PF00297
5LZW	PF04758
5LZW	PF00366
5LZW	PF00833
5LZW	PF01907
5LZW	PF01251
5LZW	PF00252
5LZW	PF01778
5LZW	PF00253
5LZW	PF03501
5LZW	PF03868
5LZW	PF00203
5LZW	PF01199
5LZW	PF00177
5LZW	PF03143
5LZW	PF00327
5LZW	PF00673
5LZW	PF01667
5LZW	PF17144
5LZW	PF03465
5LZW	PF00827
5LZW	PF00312
5LZW	PF01655
5LZW	PF00189
5LZW	PF08938
5LZW	PF00163
5LZW	PF00935
5LZW	PF00298
5LZX	PF00327
5LZX	PF00252
5LZX	PF00253
5LZX	PF17144
5LZX	PF00400
5LZX	PF01251
5LZX	PF00009
5LZX	PF01479
5LZX	PF01655
5LZX	PF03463
5LZX	PF01599
5LZX	PF07650
5LZX	PF03297
5LZX	PF00828
5LZX	PF16906
5LZX	PF00410
5LZX	PF00276
5LZX	PF01777
5LZX	PF00238
5LZX	PF00338
5LZX	PF01246
5LZX	PF03939
5LZX	PF01780
5LZX	PF00467
5LZX	PF00380
5LZX	PF01778
5LZX	PF00416
5LZX	PF00935
5LZX	PF00411
5LZX	PF03946
5LZX	PF00237
5LZX	PF00203
5LZX	PF00673
5LZX	PF00189
5LZX	PF01247
5LZX	PF14204
5LZX	PF08079
5LZX	PF08938
5LZX	PF01907
5LZX	PF01092
5LZX	PF03143
5LZX	PF00163
5LZX	PF03868
5LZX	PF03464
5LZX	PF01159
5LZX	PF00240
5LZX	PF00281
5LZX	PF00347
5LZX	PF03144
5LZX	PF00177
5LZX	PF00831
5LZX	PF04758
5LZX	PF00297
5LZX	PF08069
5LZX	PF01090
5LZX	PF00298
5LZX	PF00833
5LZX	PF00312
5LZX	PF01157
5LZX	PF01198
5LZX	PF01667
5LZX	PF01779
5LZX	PF03465
5LZX	PF01015
5LZX	PF01200
5LZX	PF16205
5LZX	PF01929
5LZX	PF00832
5LZX	PF03501
5LZX	PF00827
5LZX	PF00366
5LZX	PF01248
5LZY	PF01157
5LZY	PF00252
5LZY	PF00298
5LZY	PF00312
5LZY	PF00673
5LZY	PF00253
5LZY	PF00831
5LZY	PF00327
5LZY	PF08938
5LZY	PF00833
5LZY	PF00366
5LZY	PF01092
5LZY	PF00935
5LZY	PF16205
5LZY	PF00281
5LZY	PF00177
5LZY	PF00380
5LZY	PF00237
5LZY	PF04758
5LZY	PF14204
5LZY	PF03297
5LZY	PF01248
5LZY	PF00189
5LZY	PF00297
5LZY	PF00181
5LZY	PF01779
5LZY	PF01200
5LZY	PF07650
5LZY	PF16906
5LZY	PF00828
5LZY	PF01667
5LZY	PF00276
5LZY	PF00338
5LZY	PF00238
5LZY	PF03939
5LZY	PF00410
5LZY	PF01777
5LZY	PF01246
5LZY	PF01015
5LZY	PF00467
5LZY	PF08079
5LZY	PF00009
5LZY	PF01247
5LZY	PF00163
5LZY	PF03465
5LZY	PF03946
5LZY	PF08069
5LZY	PF01929
5LZY	PF00347
5LZY	PF00832
5LZY	PF00240
5LZY	PF03144
5LZY	PF01159
5LZY	PF00400
5LZY	PF00411
5LZY	PF01198
5LZY	PF01251
5LZY	PF03464
5LZY	PF00416
5LZY	PF01780
5LZY	PF01599
5LZY	PF17144
5LZY	PF03501
5LZY	PF03143
5LZY	PF03868
5LZY	PF00203
5LZY	PF00827
5LZY	PF01479
5LZY	PF03463
5LZY	PF01090
5LZY	PF01655
5LZY	PF01778
5LZZ	PF00467
5LZZ	PF00416
5LZZ	PF01282
5LZZ	PF00238
5LZZ	PF00828
5LZZ	PF01157
5LZZ	PF00338
5LZZ	PF01667
5LZZ	PF01778
5LZZ	PF00237
5LZZ	PF00298
5LZZ	PF00833
5LZZ	PF00312
5LZZ	PF01780
5LZZ	PF00203
5LZZ	PF00380
5LZZ	PF00297
5LZZ	PF00573
5LZZ	PF00163
5LZZ	PF00400
5LZZ	PF00831
5LZZ	PF07650
5LZZ	PF03144
5LZZ	PF01200
5LZZ	PF01777
5LZZ	PF00410
5LZZ	PF00276
5LZZ	PF01015
5LZZ	PF03939
5LZZ	PF03297
5LZZ	PF16906
5LZZ	PF01090
5LZZ	PF01246
5LZZ	PF01779
5LZZ	PF00181
5LZZ	PF01248
5LZZ	PF01247
5LZZ	PF08069
5LZZ	PF00935
5LZZ	PF00411
5LZZ	PF03946
5LZZ	PF01251
5LZZ	PF14204
5LZZ	PF00366
5LZZ	PF01198
5LZZ	PF01479
5LZZ	PF03868
5LZZ	PF03143
5LZZ	PF00189
5LZZ	PF00252
5LZZ	PF00177
5LZZ	PF00253
5LZZ	PF00281
5LZZ	PF01907
5LZZ	PF03501
5LZZ	PF08938
5LZZ	PF01929
5LZZ	PF03463
5LZZ	PF14374
5LZZ	PF00240
5LZZ	PF00327
5LZZ	PF00673
5LZZ	PF16205
5LZZ	PF00832
5LZZ	PF01092
5LZZ	PF04758
5LZZ	PF01599
5LZZ	PF01201
5LZZ	PF01655
5LZZ	PF03465
5LZZ	PF01159
5LZZ	PF00347
5LZZ	PF00009
5LZZ	PF17144
5LZZ	PF03464
5LZZ	PF08079
5M0I	PF11435
5M1M	
5M32	PF18004
5M32	PF10602
5M32	PF16450
5M32	PF12465
5M32	PF13012
5M32	PF01399
5M32	PF17862
5M32	PF10584
5M32	PF00227
5M32	PF00004
5M32	PF01851
5M32	PF08375
5M32	PF18055
5M32	PF13646
5M32	PF13519
5M32	PF18503
5M32	PF01398
5M32	PF18098
5M32	PF10075
5M32	PF05160
5M32	PF02809
5M48	
5M4Y	PF15277
5M7E	PF00091
5M7E	PF03953
5M7E	PF03133
5M7G	PF03953
5M7G	PF00091
5M7G	PF03133
5M8D	PF00091
5M8D	PF03133
5M8D	PF03953
5M8G	PF03953
5M8G	PF03133
5M8G	PF00091
5MC6	PF00366
5MC6	PF14374
5MC6	PF00281
5MC6	PF00900
5MC6	PF01294
5MC6	PF01251
5MC6	PF01775
5MC6	PF00347
5MC6	PF01247
5MC6	PF01907
5MC6	PF17144
5MC6	PF00467
5MC6	PF08071
5MC6	PF00312
5MC6	PF01280
5MC6	PF03939
5MC6	PF01479
5MC6	PF00828
5MC6	PF00203
5MC6	PF00410
5MC6	PF00253
5MC6	PF01929
5MC6	PF00297
5MC6	PF00270
5MC6	PF08079
5MC6	PF00935
5MC6	PF07650
5MC6	PF13181
5MC6	PF01776
5MC6	PF01283
5MC6	PF00181
5MC6	PF00238
5MC6	PF01090
5MC6	PF00411
5MC6	PF01198
5MC6	PF03501
5MC6	PF00833
5MC6	PF04758
5MC6	PF00237
5MC6	PF03297
5MC6	PF00831
5MC6	PF00164
5MC6	PF00572
5MC6	PF01599
5MC6	PF00327
5MC6	PF08148
5MC6	PF00416
5MC6	PF00177
5MC6	PF01780
5MC6	PF00240
5MC6	PF01777
5MC6	PF00318
5MC6	PF17135
5MC6	PF00271
5MC6	PF01655
5MC6	PF01015
5MC6	PF00380
5MC6	PF13234
5MC6	PF16205
5MC6	PF00252
5MC6	PF00673
5MC6	PF16121
5MC6	PF01781
5MC6	PF01092
5MC6	PF03719
5MC6	PF01157
5MC6	PF01246
5MC6	PF00333
5MC6	PF16906
5MC6	PF01201
5MC6	PF14204
5MC6	PF08069
5MC6	PF00573
5MC6	PF00276
5MC6	PF01249
5MC6	PF00827
5MC6	PF00189
5MC6	PF18833
5MC6	PF01159
5MC6	PF01667
5MC6	PF03947
5MC6	PF01158
5MC6	PF00338
5MC6	PF05162
5MC6	PF01020
5MC6	PF01199
5MC6	PF17911
5MC6	PF00832
5MC6	PF01200
5MC6	PF01248
5MC6	PF01287
5MC6	PF01282
5MC6	PF01779
5MC6	PF00400
5MD4	PF00607
5MD6	PF00607
5MDD	PF00607
5MDF	PF00607
5MF4	PF00091
5MF4	PF03953
5MF4	PF03133
5MM6	PF00089
5MPB	PF17862
5MPB	PF16450
5MPB	PF17781
5MPB	PF18503
5MPB	PF18261
5MPB	PF18098
5MPB	PF12465
5MPB	PF01398
5MPB	PF18055
5MPB	PF13012
5MPB	PF10584
5MPB	PF01399
5MPB	PF08375
5MPB	PF10602
5MPB	PF00227
5MPB	PF05160
5MPB	PF13646
5MPB	PF00004
5MPB	PF10075
5MPB	PF18051
5MPB	PF18004
5MPB	PF04683
5MPB	PF13519
5MPB	PF01851
5MPD	PF18261
5MPD	PF17781
5MPD	PF13519
5MPD	PF18004
5MPD	PF10075
5MPD	PF01399
5MPD	PF05160
5MPD	PF13646
5MPD	PF01851
5MPD	PF18055
5MPD	PF13012
5MPD	PF18051
5MPD	PF01398
5MPD	PF08375
5MPD	PF18503
5MPD	PF04683
5MPD	PF10602
5MPD	PF18098
5MPE	PF13646
5MPE	PF13519
5MPE	PF13012
5MPE	PF01851
5MPE	PF01398
5MPE	PF05160
5MPE	PF18098
5MPE	PF18261
5MPE	PF01399
5MPE	PF17781
5MPE	PF10602
5MPE	PF18004
5MPE	PF10075
5MPE	PF18503
5MPE	PF08375
5MPE	PF18051
5MPE	PF04683
5MPE	PF18055
5MQ4	
5N3U	PF03130
5N3U	PF13646
5N6I	PF03281
5N9J	PF05983
5N9J	PF08612
5N9J	PF11221
5N9J	PF04934
5N9J	PF10156
5N9J	PF10018
5N9J	PF09748
5N9J	PF08638
5N9J	PF09637
5N9J	PF05669
5N9J	PF08633
5N9J	PF10232
5N9J	PF06179
5N9Q	PF12174
5NCM	PF03637
5NCN	PF03637
5NFD	
5NFZ	PF03953
5NFZ	PF00091
5NFZ	PF03133
5NG1	PF03953
5NG1	PF03133
5NG1	PF00091
5NJH	PF00091
5NJH	PF03953
5NJH	PF03133
5NJH	PF00836
5NL1	PF17985
5NL6	
5NT1	
5NT2	PF00600
5O7A	PF03953
5O7A	PF03133
5O7A	PF00091
5OA3	PF00833
5OA3	PF01090
5OA3	PF00203
5OA3	PF01249
5OA3	PF00380
5OA3	PF00338
5OA3	PF00411
5OA3	PF00416
5OA3	PF03501
5OA3	PF01092
5OA3	PF16205
5OA3	PF03719
5OA3	PF03297
5OA3	PF08071
5OA3	PF00312
5OA3	PF01201
5OA3	PF01253
5OA3	PF00253
5OA3	PF07650
5OA3	PF01248
5OA3	PF16121
5OA3	PF00410
5OA3	PF00163
5OA3	PF01015
5OA3	PF00164
5OA3	PF00900
5OA3	PF01667
5OA3	PF00189
5OA3	PF00366
5OA3	PF00177
5OA3	PF16122
5OA3	PF00400
5OA3	PF01479
5OA3	PF01599
5OA3	PF01251
5OA3	PF00467
5OA3	PF08069
5OA3	PF00318
5OA3	PF17832
5OA3	PF01282
5OA3	PF00333
5OAO	PF12174
5OB4	
5OMB	
5OMC	
5OOL	PF00338
5OOL	PF00550
5OOL	PF00471
5OOL	PF00276
5OOL	PF14978
5OOL	PF09812
5OOL	PF01245
5OOL	PF01783
5OOL	PF05347
5OOL	PF00237
5OOL	PF09776
5OOL	PF01161
5OOL	PF03946
5OOL	PF01281
5OOL	PF05047
5OOL	PF01016
5OOL	PF10147
5OOL	PF00861
5OOL	PF10244
5OOL	PF00444
5OOL	PF00238
5OOL	PF05046
5OOL	PF00468
5OOL	PF00572
5OOL	PF17136
5OOL	PF00472
5OOL	PF09809
5OOL	PF00252
5OOL	PF03947
5OOL	PF10780
5OOL	PF00453
5OOL	PF06984
5OOL	PF11788
5OOL	PF02410
5OOL	PF01632
5OOL	PF10501
5OOL	PF01196
5OOL	PF00573
5OOL	PF00467
5OOL	PF10210
5OOL	PF00466
5OOL	PF00297
5OOL	PF00327
5OOL	PF04280
5OOL	PF00829
5OOL	PF08561
5OOL	PF07147
5OOL	PF00828
5OOL	PF18699
5OOL	PF00181
5OOL	PF00298
5OOL	PF00830
5OOL	PF01084
5OOM	PF01281
5OOM	PF00338
5OOM	PF00252
5OOM	PF00573
5OOM	PF00468
5OOM	PF10210
5OOM	PF00572
5OOM	PF09812
5OOM	PF00298
5OOM	PF00297
5OOM	PF00861
5OOM	PF07147
5OOM	PF05347
5OOM	PF04280
5OOM	PF01016
5OOM	PF09776
5OOM	PF00327
5OOM	PF00829
5OOM	PF10244
5OOM	PF00467
5OOM	PF01084
5OOM	PF00471
5OOM	PF00276
5OOM	PF00472
5OOM	PF00830
5OOM	PF10780
5OOM	PF00453
5OOM	PF01783
5OOM	PF14978
5OOM	PF00237
5OOM	PF18699
5OOM	PF06984
5OOM	PF01245
5OOM	PF08561
5OOM	PF17136
5OOM	PF10147
5OOM	PF10501
5OOM	PF03947
5OOM	PF00550
5OOM	PF11788
5OOM	PF00828
5OOM	PF05046
5OOM	PF00181
5OOM	PF09809
5OOM	PF03946
5OOM	PF01196
5OOM	PF01161
5OOM	PF00466
5OOM	PF01632
5OOM	PF02410
5OOM	PF05047
5OOM	PF00238
5OQJ	PF08567
5OQJ	PF02751
5OQJ	PF07975
5OQJ	PF03871
5OQJ	PF04056
5OQJ	PF17683
5OQJ	PF16203
5OQJ	PF04566
5OQJ	PF13656
5OQJ	PF03870
5OQJ	PF04560
5OQJ	PF01191
5OQJ	PF01193
5OQJ	PF00382
5OQJ	PF04998
5OQJ	PF06331
5OQJ	PF01096
5OQJ	PF03874
5OQJ	PF04567
5OQJ	PF04561
5OQJ	PF05001
5OQJ	PF03876
5OQJ	PF00575
5OQJ	PF04565
5OQJ	PF01192
5OQJ	PF01000
5OQJ	PF05000
5OQJ	PF02270
5OQJ	PF04851
5OQJ	PF03850
5OQJ	PF03604
5OQJ	PF02150
5OQJ	PF05793
5OQJ	PF13625
5OQJ	PF04563
5OQJ	PF01194
5OQJ	PF00562
5OQJ	PF02186
5OQJ	PF00352
5OQJ	PF04997
5OQJ	PF00623
5OQJ	PF04990
5OQJ	PF04992
5OQJ	PF04983
5OQJ	PF06777
5OQJ	PF02268
5OQJ	PF03849
5OQJ	PF18307
5OQJ	PF17121
5OQJ	PF02002
5OQJ	PF13307
5OQJ	PF06733
5OQJ	PF03153
5OQJ	PF03909
5OQJ	PF08271
5OQJ	PF06391
5OQJ	PF18121
5OQM	PF01191
5OQM	PF06777
5OQM	PF10018
5OQM	PF08271
5OQM	PF05669
5OQM	PF03153
5OQM	PF04934
5OQM	PF02150
5OQM	PF10280
5OQM	PF02268
5OQM	PF08633
5OQM	PF00352
5OQM	PF05983
5OQM	PF08567
5OQM	PF00382
5OQM	PF06179
5OQM	PF18121
5OQM	PF03870
5OQM	PF17121
5OQM	PF17683
5OQM	PF01193
5OQM	PF05000
5OQM	PF04561
5OQM	PF05001
5OQM	PF03850
5OQM	PF13625
5OQM	PF04998
5OQM	PF06331
5OQM	PF04567
5OQM	PF04563
5OQM	PF01000
5OQM	PF00623
5OQM	PF03874
5OQM	PF04990
5OQM	PF00562
5OQM	PF16203
5OQM	PF04992
5OQM	PF07975
5OQM	PF04560
5OQM	PF04566
5OQM	PF04997
5OQM	PF04983
5OQM	PF04851
5OQM	PF04056
5OQM	PF04565
5OQM	PF01192
5OQM	PF07544
5OQM	PF06391
5OQM	PF11221
5OQM	PF06733
5OQM	PF02002
5OQM	PF10232
5OQM	PF10156
5OQM	PF01096
5OQM	PF02186
5OQM	PF08612
5OQM	PF03604
5OQM	PF08638
5OQM	PF02270
5OQM	PF03849
5OQM	PF00575
5OQM	PF13656
5OQM	PF02751
5OQM	PF03871
5OQM	PF13307
5OQM	PF01194
5OQM	PF09637
5OQM	PF03876
5OQM	PF05793
5OQM	PF09748
5OQM	PF18307
5OSK	PF00091
5OSK	PF03953
5OSK	PF03133
5OV7	PF00091
5OV7	PF03133
5OV7	PF03953
5OYM	
5QST	PF08514
5QSU	PF08514
5QSV	PF08514
5QSW	PF08514
5QSX	PF08514
5QT1	PF18358
5QT1	PF18359
5QT2	PF18358
5QT2	PF18359
5RYM	PF09379
5RYM	PF00373
5RYN	PF00373
5RYN	PF09379
5RYO	PF09379
5RYO	PF00373
5RYP	PF09379
5RYP	PF00373
5RYQ	PF09379
5RYQ	PF00373
5RYR	PF09379
5RYR	PF00373
5RYS	PF00373
5RYS	PF09379
5RYT	PF00373
5RYT	PF09379
5RYU	PF09379
5RYU	PF00373
5RYV	PF00373
5RYV	PF09379
5RYW	PF00373
5RYW	PF09379
5RYX	PF09379
5RYX	PF00373
5RYY	PF09379
5RYY	PF00373
5RYZ	PF09379
5RYZ	PF00373
5RZ0	PF00373
5RZ0	PF09379
5RZ1	PF00373
5RZ1	PF09379
5RZ2	PF00373
5RZ2	PF09379
5RZ3	PF00373
5RZ3	PF09379
5RZ4	PF09379
5RZ4	PF00373
5RZ5	PF00373
5RZ5	PF09379
5RZ6	PF09379
5RZ6	PF00373
5RZ7	PF09379
5RZ7	PF00373
5RZ8	PF00373
5RZ8	PF09379
5RZ9	PF09379
5RZ9	PF00373
5RZA	PF09379
5RZA	PF00373
5RZB	PF00373
5RZB	PF09379
5RZC	PF09379
5RZC	PF00373
5RZD	PF00373
5RZD	PF09379
5RZE	PF09379
5RZE	PF00373
5RZF	PF09379
5RZF	PF00373
5RZG	PF00373
5RZG	PF09379
5RZH	PF09379
5RZH	PF00373
5RZI	PF09379
5RZI	PF00373
5RZJ	PF00373
5RZJ	PF09379
5RZK	PF00373
5RZK	PF09379
5RZL	PF09379
5RZL	PF00373
5RZM	PF09379
5RZM	PF00373
5RZN	PF00373
5RZN	PF09379
5RZO	PF00373
5RZO	PF09379
5RZP	PF00373
5RZP	PF09379
5RZQ	PF00373
5RZQ	PF09379
5RZR	PF09379
5RZR	PF00373
5RZS	PF00373
5RZS	PF09379
5RZT	PF09379
5RZT	PF00373
5RZU	PF09379
5RZU	PF00373
5RZV	PF09379
5RZV	PF00373
5RZW	PF00373
5RZW	PF09379
5RZX	PF00373
5RZX	PF09379
5RZY	PF09379
5RZY	PF00373
5RZZ	PF00373
5RZZ	PF09379
5S00	PF09379
5S00	PF00373
5S4L	PF00091
5S4L	PF03953
5S4L	PF03133
5S4M	PF03953
5S4M	PF00091
5S4M	PF03133
5S4N	PF03953
5S4N	PF03133
5S4N	PF00091
5S4O	PF00091
5S4O	PF03953
5S4O	PF03133
5S4P	PF03953
5S4P	PF00091
5S4P	PF03133
5S4Q	PF03953
5S4Q	PF00091
5S4Q	PF03133
5S4R	PF03953
5S4R	PF03133
5S4R	PF00091
5S4S	PF00091
5S4S	PF03953
5S4S	PF03133
5S4T	PF03953
5S4T	PF00091
5S4T	PF03133
5S4U	PF00091
5S4U	PF03133
5S4U	PF03953
5S4V	PF03953
5S4V	PF00091
5S4V	PF03133
5S4W	PF00091
5S4W	PF03953
5S4W	PF03133
5S4X	PF00091
5S4X	PF03953
5S4X	PF03133
5S4Y	PF00091
5S4Y	PF03953
5S4Y	PF03133
5S4Z	PF03953
5S4Z	PF00091
5S4Z	PF03133
5S50	PF03133
5S50	PF03953
5S50	PF00091
5S51	PF03953
5S51	PF00091
5S51	PF03133
5S52	PF03953
5S52	PF00091
5S52	PF03133
5S53	PF00091
5S53	PF03953
5S53	PF03133
5S54	PF00091
5S54	PF03133
5S54	PF03953
5S55	PF03953
5S55	PF00091
5S55	PF03133
5S56	PF00091
5S56	PF03953
5S56	PF03133
5S57	PF03953
5S57	PF03133
5S57	PF00091
5S58	PF03953
5S58	PF00091
5S58	PF03133
5S59	PF03953
5S59	PF00091
5S59	PF03133
5S5A	PF03953
5S5A	PF03133
5S5A	PF00091
5S5B	PF00091
5S5B	PF03953
5S5B	PF03133
5S5C	PF00091
5S5C	PF03953
5S5C	PF03133
5S5D	PF00091
5S5D	PF03953
5S5D	PF03133
5S5E	PF03953
5S5E	PF03133
5S5E	PF00091
5S5F	PF03953
5S5F	PF00091
5S5F	PF03133
5S5G	PF03953
5S5G	PF00091
5S5G	PF03133
5S5H	PF00091
5S5H	PF03133
5S5H	PF03953
5S5I	PF00091
5S5I	PF03953
5S5I	PF03133
5S5J	PF00091
5S5J	PF03953
5S5J	PF03133
5S5K	PF03953
5S5K	PF03133
5S5K	PF00091
5S5L	PF03953
5S5L	PF03133
5S5L	PF00091
5S5M	PF00091
5S5M	PF03133
5S5M	PF03953
5S5N	PF03953
5S5N	PF00091
5S5N	PF03133
5S5O	PF03133
5S5O	PF00091
5S5O	PF03953
5S5P	PF00091
5S5P	PF03953
5S5P	PF03133
5S5Q	PF00091
5S5Q	PF03953
5S5Q	PF03133
5S5R	PF00091
5S5R	PF03133
5S5R	PF03953
5S5S	PF00091
5S5S	PF03953
5S5S	PF03133
5S5T	PF00091
5S5T	PF03953
5S5T	PF03133
5S5U	PF03953
5S5U	PF00091
5S5U	PF03133
5S5V	PF03953
5S5V	PF00091
5S5V	PF03133
5S5W	PF03953
5S5W	PF00091
5S5W	PF03133
5S5X	PF03953
5S5X	PF00091
5S5X	PF03133
5S5Y	PF00091
5S5Y	PF03133
5S5Y	PF03953
5S5Z	PF03953
5S5Z	PF00091
5S5Z	PF03133
5S60	PF03953
5S60	PF00091
5S60	PF03133
5S61	PF03953
5S61	PF03133
5S61	PF00091
5S62	PF00091
5S62	PF03953
5S62	PF03133
5S63	PF03953
5S63	PF03133
5S63	PF00091
5S64	PF03133
5S64	PF00091
5S64	PF03953
5S65	PF03953
5S65	PF03133
5S65	PF00091
5S66	PF00091
5S66	PF03133
5S66	PF03953
5S67	PF00091
5S67	PF03953
5S67	PF03133
5SB3	
5SB4	
5SB5	
5SB6	PF00091
5SB6	PF03133
5SB6	PF03953
5SB7	
5SB8	PF03953
5SB8	PF00091
5SB8	PF03133
5SB9	PF03953
5SB9	PF00091
5SB9	PF03133
5SBA	PF03953
5SBA	PF03133
5SBA	PF00091
5SBB	PF00091
5SBB	PF03133
5SBB	PF03953
5SBC	PF03953
5SBC	PF00091
5SBC	PF03133
5SBD	PF00091
5SBD	PF03953
5SBD	PF03133
5SBE	PF00091
5SBE	PF03953
5SBE	PF03133
5SVA	PF04998
5SVA	PF02270
5SVA	PF06179
5SVA	PF00575
5SVA	PF10018
5SVA	PF13656
5SVA	PF08271
5SVA	PF05669
5SVA	PF05001
5SVA	PF03153
5SVA	PF10280
5SVA	PF01191
5SVA	PF04567
5SVA	PF02186
5SVA	PF04983
5SVA	PF18307
5SVA	PF01194
5SVA	PF00562
5SVA	PF03876
5SVA	PF08612
5SVA	PF05793
5SVA	PF00623
5SVA	PF13307
5SVA	PF11221
5SVA	PF00352
5SVA	PF18121
5SVA	PF04990
5SVA	PF06331
5SVA	PF06777
5SVA	PF04992
5SVA	PF02268
5SVA	PF09637
5SVA	PF01192
5SVA	PF04566
5SVA	PF04851
5SVA	PF00382
5SVA	PF07544
5SVA	PF17035
5SVA	PF04934
5SVA	PF01193
5SVA	PF16203
5SVA	PF02002
5SVA	PF04560
5SVA	PF01096
5SVA	PF01000
5SVA	PF03366
5SVA	PF10232
5SVA	PF03849
5SVA	PF04997
5SVA	PF04565
5SVA	PF02150
5SVA	PF05983
5SVA	PF03874
5SVA	PF03604
5SVA	PF04561
5SVA	PF13625
5SVA	PF17683
5SVA	PF04563
5SVA	PF03870
5SVA	PF06733
5SVA	PF05000
5SVA	PF02751
5SVA	PF10156
5SVA	PF03871
5SVZ	PF00514
5SVZ	PF16186
5SW9	
5SWO	PF16454
5SWO	PF00794
5SWO	PF00017
5SWO	PF00792
5SWO	PF02192
5SWO	PF00613
5SWO	PF00454
5SWP	PF00794
5SWP	PF00613
5SWP	PF16454
5SWP	PF00792
5SWP	PF00017
5SWP	PF00454
5SWP	PF02192
5SWR	PF16454
5SWR	PF02192
5SWR	PF00454
5SWR	PF00017
5SWR	PF00792
5SWR	PF00613
5SWR	PF00794
5SX8	PF00613
5SX8	PF02192
5SX8	PF00794
5SX8	PF00017
5SX8	PF00792
5SX8	PF00454
5SX8	PF16454
5SX9	PF00017
5SX9	PF00454
5SX9	PF16454
5SX9	PF00792
5SX9	PF00613
5SX9	PF00794
5SX9	PF02192
5SXA	PF00017
5SXA	PF00613
5SXA	PF00794
5SXA	PF02192
5SXA	PF00454
5SXA	PF16454
5SXA	PF00792
5SXB	PF02192
5SXB	PF00454
5SXB	PF00792
5SXB	PF16454
5SXB	PF00613
5SXB	PF00794
5SXB	PF00017
5SXC	PF02192
5SXC	PF16454
5SXC	PF00017
5SXC	PF00792
5SXC	PF00454
5SXC	PF00794
5SXC	PF00613
5T0C	PF18098
5T0C	PF05160
5T0C	PF01399
5T0C	PF13646
5T0C	PF10075
5T0C	PF16450
5T0C	PF18055
5T0C	PF00004
5T0C	PF01398
5T0C	PF10584
5T0C	PF02809
5T0C	PF01851
5T0C	PF00227
5T0C	PF17862
5T0C	PF12465
5T0C	PF18051
5T0C	PF18004
5T0C	PF13519
5T0C	PF13012
5T0C	PF08375
5T0C	PF10602
5T0C	PF18503
5T0C	PF17781
5T0H	PF18098
5T0H	PF13012
5T0H	PF17862
5T0H	PF16450
5T0H	PF01399
5T0H	PF01851
5T0H	PF00004
5T0H	PF13519
5T0H	PF10075
5T0H	PF00227
5T0H	PF18503
5T0H	PF01398
5T0H	PF13646
5T0H	PF10602
5T0H	PF12465
5T0H	PF08375
5T0H	PF05160
5T0H	PF02809
5T0H	PF18004
5T0H	PF18051
5T0H	PF18055
5T0H	PF10584
5T0J	PF01399
5T0J	PF10584
5T0J	PF05160
5T0J	PF13646
5T0J	PF17862
5T0J	PF02809
5T0J	PF00227
5T0J	PF08375
5T0J	PF00004
5T0J	PF01851
5T0J	PF18051
5T0J	PF10075
5T0J	PF18098
5T0J	PF18055
